aislado_id,metodo_extraccion,grupo_experimental,replica_biologica,concentracion_mg_ml,conidias_log10,porcentaje_inhibicion_hoja,extra_medicion,es_control,hoja_origen,fila_origen,conidias_crudo,control_conidias_log10,control_conidias_crudo,porcentaje_inhibicion,porcentaje_inhibicion_log10,inhibicion_completa,inhibicion_negativa,diferencia_con_hoja,logit_inhibicion
FU2 (UCMU21),maceracion,Grupo 3 - H25,3,0.2,4.0,100.0,,False,MACERACIÓN,89,10000.0,6.95,8912509.381337458,99.88779815456981,42.44604316546763,False,False,-0.11220184543019229,6.791503375944212
FU2 (UCMU21),maceracion,Grupo 3 - H25,1,1.0,0.0,100.0,78.51318944844125,False,MACERACIÓN,87,1.0,6.95,8912509.381337458,99.99998877981545,100.0,False,False,-1.1220184546800738e-05,16.002966283651038
FU2 (UCMU21),maceracion,Grupo 3 - H25,2,1.0,4.3,35.53956834532374,37.21624756790682,False,MACERACIÓN,88,19952.62314968879,6.95,8912509.381337458,99.77612788614316,38.129496402877706,False,False,64.23655954081943,6.099609265613115
FU2 (UCMU21),maceracion,Grupo 3 - H25,3,1.0,4.3,100.0,,False,MACERACIÓN,89,19952.62314968879,6.95,8912509.381337458,99.77612788614316,38.129496402877706,False,False,-0.22387211385684225,6.099609265613115
FU2 (UCMU21),maceracion,Grupo 3 - H25,1,5.0,0.0,100.0,78.51318944844125,False,MACERACIÓN,87,1.0,6.95,8912509.381337458,99.99998877981545,100.0,False,False,-1.1220184546800738e-05,16.002966283651038
FU2 (UCMU21),maceracion,Grupo 3 - H25,2,5.0,4.48,35.53956834532374,37.21624756790682,False,MACERACIÓN,88,30199.51720402019,6.95,8912509.381337458,99.6611558438608,35.53956834532374,False,False,64.12158749853705,5.683990984364565
FU2 (UCMU21),maceracion,Grupo 3 - H25,3,5.0,0.0,100.0,,False,MACERACIÓN,89,1.0,6.95,8912509.381337458,99.99998877981545,100.0,False,False,-1.1220184546800738e-05,16.002966283651038
FUSARIUM JULIAN H20,maceracion,Grupo 4 - H18,1,0.0,6.9,16.086956521739133,16.71497584541063,True,MACERACIÓN,90,7943282.347242822,6.9,7943282.347242822,,,False,False,,
FUSARIUM JULIAN H20,maceracion,Grupo 4 - H18,2,0.0,,19.71014492753624,2.73576717580053,True,MACERACIÓN,91,,6.9,7943282.347242822,,,False,False,,
FUSARIUM JULIAN H20,maceracion,Grupo 4 - H18,3,0.0,,14.347826086956523,,True,MACERACIÓN,92,,6.9,7943282.347242822,,,False,False,,
FUSARIUM JULIAN H20,maceracion,Grupo 4 - H18,1,0.2,,16.086956521739133,16.71497584541063,False,MACERACIÓN,90,,6.9,7943282.347242822,,,False,False,,
FUSARIUM JULIAN H20,maceracion,Grupo 4 - H18,2,0.2,,19.71014492753624,2.73576717580053,False,MACERACIÓN,91,,6.9,7943282.347242822,,,False,False,,
FUSARIUM JULIAN H20,maceracion,Grupo 4 - H18,3,0.2,,14.347826086956523,,False,MACERACIÓN,92,,6.9,7943282.347242822,,,False,False,,
FUSARIUM JULIAN H20,maceracion,Grupo 4 - H18,1,1.0,,16.086956521739133,16.71497584541063,False,MACERACIÓN,90,,6.9,7943282.347242822,,,False,False,,
FUSARIUM JULIAN H20,maceracion,Grupo 4 - H18,2,1.0,,19.71014492753624,2.73576717580053,False,MACERACIÓN,91,,6.9,7943282.347242822,,,False,False,,
FUSARIUM JULIAN H20,maceracion,Grupo 4 - H18,3,1.0,,14.347826086956523,,False,MACERACIÓN,92,,6.9,7943282.347242822,,,False,False,,
FUSARIUM JULIAN H20,maceracion,Grupo 4 - H18,1,5.0,5.79,16.086956521739133,16.71497584541063,False,MACERACIÓN,90,616595.0018614822,6.9,7943282.347242822,92.23752883371309,16.086956521739136,False,False,76.15057231197395,2.47506635222267
FUSARIUM JULIAN H20,maceracion,Grupo 4 - H18,2,5.0,5.54,19.71014492753624,2.73576717580053,False,MACERACIÓN,91,346736.85045253165,6.9,7943282.347242822,95.63484167759835,19.710144927536234,False,False,75.92469675006211,3.08688274683896
FUSARIUM JULIAN H20,maceracion,Grupo 4 - H18,3,5.0,5.91,14.347826086956523,,False,MACERACIÓN,92,812830.5161640996,6.9,7943282.347242822,89.76707007719247,14.347826086956527,False,False,75.41924399023594,2.171607261205622
FUSARIUM MARCE 1.2,maceracion,Grupo 3 - H27,1,0.0,7.78,23.52185089974293,20.522707797772064,True,MACERACIÓN,93,60255958.60743581,7.78,60255958.60743581,,,False,False,,
FUSARIUM MARCE 1.2,maceracion,Grupo 3 - H27,2,0.0,,21.46529562982005,3.565148939625508,True,MACERACIÓN,94,,7.78,60255958.60743581,,,False,False,,
FUSARIUM MARCE 1.2,maceracion,Grupo 3 - H27,3,0.0,,16.580976863753214,,True,MACERACIÓN,95,,7.78,60255958.60743581,,,False,False,,
FUSARIUM MARCE 1.2,maceracion,Grupo 3 - H27,1,0.2,6.98,23.52185089974293,20.522707797772064,False,MACERACIÓN,93,9549925.86021437,7.78,60255958.60743581,84.15106807538886,10.282776349614398,False,False,60.629217175645934,1.669511501481401
FUSARIUM MARCE 1.2,maceracion,Grupo 3 - H27,2,0.2,6.59,21.46529562982005,3.565148939625508,False,MACERACIÓN,94,3890451.449942805,7.78,60255958.60743581,93.54345770965345,15.295629820051415,False,False,72.0781620798334,2.673332191327363
FUSARIUM MARCE 1.2,maceracion,Grupo 3 - H27,3,0.2,6.75,16.580976863753214,,False,MACERACIÓN,95,5623413.251903491,7.78,60255958.60743581,90.6674569920301,13.239074550128539,False,False,74.08648012827689,2.273690954209534
FUSARIUM MARCE 1.2,maceracion,Grupo 3 - H27,1,1.0,6.94,23.52185089974293,20.522707797772064,False,MACERACIÓN,93,8709635.899560815,7.78,60255958.60743581,85.5456022925407,10.796915167095111,False,False,62.02375139279778,1.778050886030328
FUSARIUM MARCE 1.2,maceracion,Grupo 3 - H27,2,1.0,6.95,21.46529562982005,3.565148939625508,False,MACERACIÓN,94,8912509.381337458,7.78,60255958.60743581,85.20891611831793,10.668380462724937,False,False,63.74362048849788,1.7510815188329159
FUSARIUM MARCE 1.2,maceracion,Grupo 3 - H27,3,1.0,7.06,16.580976863753214,,False,MACERACIÓN,95,11481536.214968815,7.78,60255958.60743581,80.94539282036756,9.254498714652959,False,False,64.36441595661435,1.446465845578683
FUSARIUM MARCE 1.2,maceracion,Grupo 3 - H27,1,5.0,5.95,23.52185089974293,20.522707797772064,False,MACERACIÓN,93,891250.9381337459,7.78,60255958.60743581,98.5208916118318,23.521850899742937,False,False,74.99904071208887,4.198829157461594
FUSARIUM MARCE 1.2,maceracion,Grupo 3 - H27,2,5.0,6.11,21.46529562982005,3.565148939625508,False,MACERACIÓN,94,1288249.551693135,7.78,60255958.60743581,97.86203791049776,21.465295629820048,False,False,76.39674228067771,3.8237056297108336
FUSARIUM MARCE 1.2,maceracion,Grupo 3 - H27,3,5.0,6.49,16.580976863753214,,False,MACERACIÓN,95,3090295.432513592,7.78,60255958.60743581,94.87138616008635,16.580976863753214,False,False,78.29040929633314,2.917686728425283
H11G,maceracion,Grupo 4 - H33,1,0.0,6.18,35.275080906148865,78.4250269687163,True,MACERACIÓN,57,1513561.2484362072,6.18,1513561.2484362072,,,False,False,,
H11G,maceracion,Grupo 4 - H33,2,0.0,,100.0,37.368949462111686,True,MACERACIÓN,58,,6.18,1513561.2484362072,,,False,False,,
H11G,maceracion,Grupo 4 - H33,3,0.0,,100.0,,True,MACERACIÓN,59,,6.18,1513561.2484362072,,,False,False,,
H11G,maceracion,Grupo 4 - H33,1,0.2,4.0,35.275080906148865,78.4250269687163,False,MACERACIÓN,57,10000.0,6.18,1513561.2484362072,99.33930655199241,35.27508090614886,False,False,64.06422564584355,5.013006645842064
H11G,maceracion,Grupo 4 - H33,2,0.2,4.48,100.0,37.368949462111686,False,MACERACIÓN,58,30199.51720402019,6.18,1513561.2484362072,98.00473768503112,27.508090614886726,False,False,-1.9952623149688833,3.894240293328644
H11G,maceracion,Grupo 4 - H33,3,0.2,4.3,100.0,,False,MACERACIÓN,59,19952.62314968879,6.18,1513561.2484362072,98.68174326144359,30.420711974110038,False,False,-1.3182567385564141,4.315589746148865
H11G,maceracion,Grupo 4 - H33,1,1.0,0.0,35.275080906148865,78.4250269687163,False,MACERACIÓN,57,1.0,6.18,1513561.2484362072,99.99993393065519,100.0,False,False,64.72485302450633,14.22997521392657
H11G,maceracion,Grupo 4 - H33,2,1.0,4.3,100.0,37.368949462111686,False,MACERACIÓN,58,19952.62314968879,6.18,1513561.2484362072,98.68174326144359,30.420711974110038,False,False,-1.3182567385564141,4.315589746148865
H11G,maceracion,Grupo 4 - H33,3,1.0,4.0,100.0,,False,MACERACIÓN,59,10000.0,6.18,1513561.2484362072,99.33930655199241,35.27508090614886,False,False,-0.6606934480075921,5.013006645842064
H11G,maceracion,Grupo 4 - H33,1,5.0,4.0,35.275080906148865,78.4250269687163,False,MACERACIÓN,57,10000.0,6.18,1513561.2484362072,99.33930655199241,35.27508090614886,False,False,64.06422564584355,5.013006645842064
H11G,maceracion,Grupo 4 - H33,2,5.0,0.0,100.0,37.368949462111686,False,MACERACIÓN,58,1.0,6.18,1513561.2484362072,99.99993393065519,100.0,False,False,-6.606934481112603e-05,14.22997521392657
H11G,maceracion,Grupo 4 - H33,3,5.0,0.0,100.0,,False,MACERACIÓN,59,1.0,6.18,1513561.2484362072,99.99993393065519,100.0,False,False,-6.606934481112603e-05,14.22997521392657
H1N,maceracion,Grupo 2 - H10,1,0.0,7.46,13.00268096514745,27.12243074173369,True,MACERACIÓN,60,28840315.031266056,7.46,28840315.031266056,,,False,False,,
H1N,maceracion,Grupo 2 - H10,2,0.0,,26.00536193029491,14.710129455026571,True,MACERACIÓN,61,,7.46,28840315.031266056,,,False,False,,
H1N,maceracion,Grupo 2 - H10,3,0.0,,42.35924932975871,,True,MACERACIÓN,62,,7.46,28840315.031266056,,,False,False,,
H1N,maceracion,Grupo 2 - H10,1,0.2,7.18,13.00268096514745,27.12243074173369,False,MACERACIÓN,60,15135612.484362071,7.46,28840315.031266056,47.51925397502277,3.753351206434319,False,False,34.51657300987532,-0.09931138419741573
H1N,maceracion,Grupo 2 - H10,2,0.2,7.0,26.00536193029491,14.710129455026571,False,MACERACIÓN,61,10000000.0,7.46,28840315.031266056,65.32631495474683,6.166219839142095,False,False,39.320953024451924,0.6334138974191503
H1N,maceracion,Grupo 2 - H10,3,0.2,7.24,42.35924932975871,,False,MACERACIÓN,62,17378008.28749376,7.46,28840315.031266056,39.74404139256419,2.9490616621983934,False,False,-2.615207937194519,-0.4161415377393563
H1N,maceracion,Grupo 2 - H10,1,1.0,7.48,13.00268096514745,27.12243074173369,False,MACERACIÓN,60,30199517.20402019,7.46,28840315.031266056,0.0,0.0,False,True,-13.00268096514745,
H1N,maceracion,Grupo 2 - H10,2,1.0,6.98,26.00536193029491,14.710129455026571,False,MACERACIÓN,61,9549925.86021437,7.46,28840315.031266056,66.88688785174085,6.434316353887393,False,False,40.88152592144594,0.703073610336402
H1N,maceracion,Grupo 2 - H10,3,1.0,7.24,42.35924932975871,,False,MACERACIÓN,62,17378008.28749376,7.46,28840315.031266056,39.74404139256419,2.9490616621983934,False,False,-2.615207937194519,-0.4161415377393563
H1N,maceracion,Grupo 2 - H10,1,5.0,6.49,13.00268096514745,27.12243074173369,False,MACERACIÓN,60,3090295.432513592,7.46,28840315.031266056,89.28480694762393,13.002680965147452,False,False,76.28212598247649,2.1201686926589733
H1N,maceracion,Grupo 2 - H10,2,5.0,5.52,26.00536193029491,14.710129455026571,False,MACERACIÓN,61,331131.1214825908,7.46,28840315.031266056,98.85184637850311,26.005361930294914,False,False,72.8464844482082,4.455467122451342
H1N,maceracion,Grupo 2 - H10,3,5.0,4.3,42.35924932975871,,False,MACERACIÓN,62,19952.62314968879,7.46,28840315.031266056,99.9308169029081,42.35924932975872,False,False,57.571567573149395,7.27547682346475
H2N,maceracion,Grupo 2 - H11,1,0.0,8.03,20.67247820672477,27.023661270236605,True,MACERACIÓN,63,107151930.52376048,8.03,107151930.52376048,,,False,False,,
H2N,maceracion,Grupo 2 - H11,2,0.0,,30.75965130759652,5.5287603687230575,True,MACERACIÓN,64,,8.03,107151930.52376048,,,False,False,,
H2N,maceracion,Grupo 2 - H11,3,0.0,,29.63885429638853,,True,MACERACIÓN,65,,8.03,107151930.52376048,,,False,False,,
H2N,maceracion,Grupo 2 - H11,1,0.2,7.64,20.67247820672477,27.023661270236605,False,MACERACIÓN,63,43651583.22401656,8.03,107151930.52376048,59.2619722195887,4.856787048567868,False,False,38.58949401286393,0.3748058226607611
H2N,maceracion,Grupo 2 - H11,2,0.2,7.78,30.75965130759652,5.5287603687230575,False,MACERACIÓN,64,60255958.60743581,8.03,107151930.52376048,43.765867480964985,3.1133250311332406,False,False,13.006216173368465,-0.25066968041116633
H2N,maceracion,Grupo 2 - H11,3,0.2,7.46,29.63885429638853,,False,MACERACIÓN,65,28840315.031266056,8.03,107151930.52376048,73.08465196073081,7.098381070983805,False,False,43.44579766434228,0.9989217022321385
H2N,maceracion,Grupo 2 - H11,1,1.0,7.53,20.67247820672477,27.023661270236605,False,MACERACIÓN,63,33884415.61392027,8.03,107151930.52376048,68.37722339831615,6.226650062266492,False,False,47.70474519159138,0.7711621384308485
H2N,maceracion,Grupo 2 - H11,2,1.0,7.16,30.75965130759652,5.5287603687230575,False,MACERACIÓN,64,14454397.70745928,8.03,107151930.52376048,86.51037117408345,10.8343711083437,False,False,55.750719866486925,1.8583431496336567
H2N,maceracion,Grupo 2 - H11,3,1.0,7.3,29.63885429638853,,False,MACERACIÓN,65,19952623.149688788,8.03,107151930.52376048,81.37912863337131,9.090909090909083,False,False,51.74027433698278,1.4748357670332364
H2N,maceracion,Grupo 2 - H11,1,5.0,6.37,20.67247820672477,27.023661270236605,False,MACERACIÓN,63,2344228.8153199228,8.03,107151930.52376048,97.81223837605044,20.672478206724776,False,False,77.13976016932568,3.800170774363273
H2N,maceracion,Grupo 2 - H11,2,5.0,5.56,30.75965130759652,5.5287603687230575,False,MACERACIÓN,64,363078.054770101,8.03,107151930.52376048,99.6611558438608,30.759651307596513,False,False,68.90150453626427,5.683990984364565
H2N,maceracion,Grupo 2 - H11,3,5.0,5.65,29.63885429638853,,False,MACERACIÓN,65,446683.5921509635,8.03,107151930.52376048,99.58313061652966,29.63885429638853,False,False,69.94427632014113,5.475975114263349
H3N,maceracion,Grupo 2 - H12,1,0.0,7.66,24.28198433420366,27.15404699738904,True,MACERACIÓN,66,45708818.96148752,7.66,45708818.96148752,,,False,False,,
H3N,maceracion,Grupo 2 - H12,2,0.0,,24.80417754569191,4.529856807545021,True,MACERACIÓN,67,,7.66,45708818.96148752,,,False,False,,
H3N,maceracion,Grupo 2 - H12,3,0.0,,32.375979112271544,,True,MACERACIÓN,68,,7.66,45708818.96148752,,,False,False,,
H3N,maceracion,Grupo 2 - H12,1,0.2,7.64,24.28198433420366,27.15404699738904,False,MACERACIÓN,66,43651583.22401656,7.66,45708818.96148752,4.500741397856512,0.26109660574412663,False,False,-19.781242936347148,-3.054876345843338
H3N,maceracion,Grupo 2 - H12,2,0.2,7.52,24.80417754569191,4.529856807545021,False,MACERACIÓN,67,33113112.14825908,7.66,45708818.96148752,27.556403992501078,1.8276762402088864,False,False,2.7522264468091677,-0.9665733145637225
H3N,maceracion,Grupo 2 - H12,3,0.2,7.67,32.375979112271544,,False,MACERACIÓN,68,46773514.12871981,7.66,45708818.96148752,0.0,0.0,False,True,-32.375979112271544,
H3N,maceracion,Grupo 2 - H12,1,1.0,7.4,24.28198433420366,27.15404699738904,False,MACERACIÓN,66,25118864.315095823,7.66,45708818.96148752,45.045912614237515,3.394255874673624,False,False,20.763928280033856,-0.19881581185513605
H3N,maceracion,Grupo 2 - H12,2,1.0,7.4,24.80417754569191,4.529856807545021,False,MACERACIÓN,67,25118864.315095823,7.66,45708818.96148752,45.045912614237515,3.394255874673624,False,False,20.241735068545605,-0.19881581185513605
H3N,maceracion,Grupo 2 - H12,3,1.0,7.49,32.375979112271544,,False,MACERACIÓN,68,30902954.32513592,7.66,45708818.96148752,32.39170246080181,2.2193211488250597,False,False,0.01572334853026547,-0.7358284270680613
H3N,maceracion,Grupo 2 - H12,1,5.0,5.8,24.28198433420366,27.15404699738904,False,MACERACIÓN,66,630957.344480193,7.66,45708818.96148752,98.61961573539712,24.281984334203656,False,False,74.33763140119346,4.268908271352645
H3N,maceracion,Grupo 2 - H12,2,5.0,5.76,24.80417754569191,4.529856807545021,False,MACERACIÓN,67,575439.9373371566,7.66,45708818.96148752,98.74107458820583,24.804177545691907,False,False,73.93689704251392,4.362242506480053
H3N,maceracion,Grupo 2 - H12,3,5.0,5.18,32.375979112271544,,False,MACERACIÓN,68,151356.12484362072,7.66,45708818.96148752,99.66886887851742,32.375979112271544,False,False,67.29288976624588,5.707094224886703
H4B,maceracion,Grupo 4 - H29,1,0.0,7.97,25.09410288582184,24.759514847344203,True,MACERACIÓN,45,93325430.07969904,7.97,93325430.07969904,,,False,False,,
H4B,maceracion,Grupo 4 - H29,2,0.0,,25.345043914680044,0.8066625479709716,True,MACERACIÓN,46,,7.97,93325430.07969904,,,False,False,,
H4B,maceracion,Grupo 4 - H29,3,0.0,,23.83939774153073,,True,MACERACIÓN,47,,7.97,93325430.07969904,,,False,False,,
H4B,maceracion,Grupo 4 - H29,1,0.2,8.0,25.09410288582184,24.759514847344203,False,MACERACIÓN,45,100000000.0,7.97,93325430.07969904,0.0,0.0,False,True,-25.09410288582184,
H4B,maceracion,Grupo 4 - H29,2,0.2,7.45,25.345043914680044,0.8066625479709716,False,MACERACIÓN,46,28183829.31264455,7.97,93325430.07969904,69.80048279597982,6.524466750313673,False,False,44.45543888129977,0.8378149889610653
H4B,maceracion,Grupo 4 - H29,3,0.2,7.83,23.83939774153073,,False,MACERACIÓN,47,67608297.53919819,7.97,93325430.07969904,27.556403992500933,1.7565872020075202,False,False,3.717006250970204,-0.9665733145637299
H4B,maceracion,Grupo 4 - H29,1,1.0,8.0,25.09410288582184,24.759514847344203,False,MACERACIÓN,45,100000000.0,7.97,93325430.07969904,0.0,0.0,False,True,-25.09410288582184,
H4B,maceracion,Grupo 4 - H29,2,1.0,7.9,25.345043914680044,0.8066625479709716,False,MACERACIÓN,46,79432823.47242822,7.97,93325430.07969904,14.886196179762223,0.8782936010037545,False,False,-10.458847734917821,-1.7435548768178615
H4B,maceracion,Grupo 4 - H29,3,1.0,7.95,23.83939774153073,,False,MACERACIÓN,47,89125093.8133746,7.97,93325430.07969904,4.50074139785629,0.25094102885820924,False,False,-19.338656343674437,-3.0548763458433896
H4B,maceracion,Grupo 4 - H29,1,5.0,5.97,25.09410288582184,24.759514847344203,False,MACERACIÓN,45,933254.3007969904,7.97,93325430.07969904,99.0,25.094102885821833,False,False,73.90589711417816,4.595119850134589
H4B,maceracion,Grupo 4 - H29,2,5.0,5.95,25.345043914680044,0.8066625479709716,False,MACERACIÓN,46,891250.9381337459,7.97,93325430.07969904,99.04500741397855,25.345043914680044,False,False,73.6999634992985,4.641626069029153
H4B,maceracion,Grupo 4 - H29,3,5.0,6.07,23.83939774153073,,False,MACERACIÓN,47,1174897.5549395303,7.97,93325430.07969904,98.74107458820583,23.839397741530732,False,False,74.9016768466751,4.362242506480053
H4G,maceracion,Grupo 4 - H31,1,0.0,7.66,23.62924281984335,20.104438642297648,True,MACERACIÓN,51,45708818.96148752,7.66,45708818.96148752,,,False,False,,
H4G,maceracion,Grupo 4 - H31,2,0.0,,20.757180156657963,3.892441649053698,True,MACERACIÓN,52,,7.66,45708818.96148752,,,False,False,,
H4G,maceracion,Grupo 4 - H31,3,0.0,,15.92689295039164,,True,MACERACIÓN,53,,7.66,45708818.96148752,,,False,False,,
H4G,maceracion,Grupo 4 - H31,1,0.2,8.23,23.62924281984335,20.104438642297648,False,MACERACIÓN,51,169824365.2461746,7.66,45708818.96148752,0.0,0.0,False,True,-23.62924281984335,
H4G,maceracion,Grupo 4 - H31,2,0.2,7.72,20.757180156657963,3.892441649053698,False,MACERACIÓN,52,52480746.02497723,7.66,45708818.96148752,0.0,0.0,False,True,-20.757180156657963,
H4G,maceracion,Grupo 4 - H31,3,0.2,8.02,15.92689295039164,,False,MACERACIÓN,53,104712854.80508985,7.66,45708818.96148752,0.0,0.0,False,True,-15.92689295039164,
H4G,maceracion,Grupo 4 - H31,1,1.0,7.97,23.62924281984335,20.104438642297648,False,MACERACIÓN,51,93325430.07969904,7.66,45708818.96148752,0.0,0.0,False,True,-23.62924281984335,
H4G,maceracion,Grupo 4 - H31,2,1.0,8.03,20.757180156657963,3.892441649053698,False,MACERACIÓN,52,107151930.52376048,7.66,45708818.96148752,0.0,0.0,False,True,-20.757180156657963,
H4G,maceracion,Grupo 4 - H31,3,1.0,7.48,15.92689295039164,,False,MACERACIÓN,53,30199517.20402019,7.66,45708818.96148752,33.930655199240356,2.3498694516971286,False,False,18.003762248848716,-0.6663859803170278
H4G,maceracion,Grupo 4 - H31,1,5.0,5.85,23.62924281984335,20.104438642297648,False,MACERACIÓN,51,707945.7843841374,7.66,45708818.96148752,98.45118338108752,23.629242819843345,False,False,74.82194056124416,4.1520696574668
H4G,maceracion,Grupo 4 - H31,2,5.0,6.07,20.757180156657963,3.892441649053698,False,MACERACIÓN,52,1174897.5549395303,7.66,45708818.96148752,97.42960421723113,20.757180156657963,False,False,76.67242406057316,3.6350702210745154
H4G,maceracion,Grupo 4 - H31,3,5.0,6.44,15.92689295039164,,False,MACERACIÓN,53,2754228.703338169,7.66,45708818.96148752,93.97440413925642,15.926892950391647,False,False,78.04751118886477,2.747006076264365
H4N,maceracion,Grupo 2 - H13,1,0.0,7.04,23.86363636363636,24.100378787878785,True,MACERACIÓN,69,10964781.961431852,7.04,10964781.961431852,,,False,False,,
H4N,maceracion,Grupo 2 - H13,2,0.0,,21.02272727272728,3.202592153993561,True,MACERACIÓN,70,,7.04,10964781.961431852,,,False,False,,
H4N,maceracion,Grupo 2 - H13,3,0.0,,27.414772727272723,,True,MACERACIÓN,71,,7.04,10964781.961431852,,,False,False,,
H4N,maceracion,Grupo 2 - H13,1,0.2,6.48,23.86363636363636,24.100378787878785,False,MACERACIÓN,69,3019951.720402019,7.04,10964781.961431852,72.45771296661832,7.954545454545448,False,False,48.59407660298196,0.9672805883554644
H4N,maceracion,Grupo 2 - H13,2,0.2,7.19,21.02272727272728,3.202592153993561,False,MACERACIÓN,70,15488166.189124828,7.04,10964781.961431852,0.0,0.0,False,True,-21.02272727272728,
H4N,maceracion,Grupo 2 - H13,3,0.2,7.43,27.414772727272723,,False,MACERACIÓN,71,26915348.03926913,7.04,10964781.961431852,0.0,0.0,False,True,-27.414772727272723,
H4N,maceracion,Grupo 2 - H13,1,1.0,6.57,23.86363636363636,24.100378787878785,False,MACERACIÓN,69,3715352.290971728,7.04,10964781.961431852,66.11558438607972,6.676136363636365,False,False,42.25194802244336,0.6684492966222018
H4N,maceracion,Grupo 2 - H13,2,1.0,6.46,21.02272727272728,3.202592153993561,False,MACERACIÓN,70,2884031.503126606,7.04,10964781.961431852,73.69732008104619,8.238636363636365,False,False,52.674592808318906,1.0302956039459268
H4N,maceracion,Grupo 2 - H13,3,1.0,6.54,27.414772727272723,,False,MACERACIÓN,71,3467368.504525317,7.04,10964781.961431852,68.3772233983162,7.102272727272729,False,False,40.962450671043484,0.7711621384308509
H4N,maceracion,Grupo 2 - H13,1,5.0,5.36,23.86363636363636,24.100378787878785,False,MACERACIÓN,69,229086.76527677747,7.04,10964781.961431852,97.91070386914595,23.863636363636363,False,False,74.04706750550959,3.8472286485223486
H4N,maceracion,Grupo 2 - H13,2,5.0,5.56,21.02272727272728,3.202592153993561,False,MACERACIÓN,70,363078.054770101,7.04,10964781.961431852,96.6886887851741,21.02272727272728,False,False,75.66596151244681,3.374152175028649
H4N,maceracion,Grupo 2 - H13,3,5.0,5.11,27.414772727272723,,False,MACERACIÓN,71,128824.95516931349,7.04,10964781.961431852,98.82510244506047,27.41477272727272,False,False,71.41032971778775,4.432170689303643
H5N,maceracion,Grupo 2 - H14,1,0.0,7.77,26.51222651222651,28.44272844272844,True,MACERACIÓN,72,58884365.53555884,7.77,58884365.53555884,,,False,False,,
H5N,maceracion,Grupo 2 - H14,2,0.0,,32.04633204633204,3.123464890479175,True,MACERACIÓN,73,,7.77,58884365.53555884,,,False,False,,
