aislado_id,metodo_extraccion,grupo_experimental,replica_biologica,concentracion_mg_ml,crecimiento_mm,porcentaje_inhibicion_hoja,extra_medicion,es_control,hoja_origen,fila_origen
H4B,soxhlet,Grupo 4 - H29,2,0.0,,73.52941176470588,4.492721269564544,True,SOXHLET,46
H4B,soxhlet,Grupo 4 - H29,3,0.0,,79.41176470588235,,True,SOXHLET,47
H6B,soxhlet,Grupo 4 - H30,1,0.0,65.0,78.46153846153847,76.41025641025642,True,SOXHLET,48
H6B,soxhlet,Grupo 4 - H30,2,0.0,,75.38461538461539,1.776462366737312,True,SOXHLET,49
H6B,soxhlet,Grupo 4 - H30,3,0.0,,75.38461538461539,,True,SOXHLET,50
H4G,soxhlet,Grupo 4 - H31,1,0.0,54.0,74.07407407407408,66.66666666666667,True,SOXHLET,51
H4G,soxhlet,Grupo 4 - H31,2,0.0,,62.96296296296296,6.415002990995844,True,SOXHLET,52
H4G,soxhlet,Grupo 4 - H31,3,0.0,,62.96296296296296,,True,SOXHLET,53
H8G,soxhlet,Grupo 4 - H32,1,0.0,30.0,33.333333333333336,47.77777777777778,True,SOXHLET,54
H8G,soxhlet,Grupo 4 - H32,2,0.0,,46.666666666666664,15.030832509409622,True,SOXHLET,55
H8G,soxhlet,Grupo 4 - H32,3,0.0,,63.333333333333336,,True,SOXHLET,56
H11G,soxhlet,Grupo 4 - H33,1,0.0,26.0,53.84615384615385,55.12820512820513,True,SOXHLET,57
H11G,soxhlet,Grupo 4 - H33,2,0.0,,53.84615384615385,2.2205779584216376,True,SOXHLET,58
H11G,soxhlet,Grupo 4 - H33,3,0.0,,57.69230769230769,,True,SOXHLET,59
H1N,soxhlet,Grupo 2 - H10,1,0.0,50.0,44.0,52.0,True,SOXHLET,60
H1N,soxhlet,Grupo 2 - H10,2,0.0,,68.0,13.856406460551018,True,SOXHLET,61
H1N,soxhlet,Grupo 2 - H10,3,0.0,,44.0,,True,SOXHLET,62
H2N,soxhlet,Grupo 2 - H11,1,0.0,54.0,51.851851851851855,60.49382716049382,True,SOXHLET,63
H2N,soxhlet,Grupo 2 - H11,2,0.0,,77.77777777777777,14.968340312323678,True,SOXHLET,64
H2N,soxhlet,Grupo 2 - H11,3,0.0,,51.851851851851855,,True,SOXHLET,65
H3N,soxhlet,Grupo 2 - H12,1,0.0,50.0,52.0,58.666666666666664,True,SOXHLET,66
H3N,soxhlet,Grupo 2 - H12,2,0.0,,76.0,15.143755588800719,True,SOXHLET,67
H3N,soxhlet,Grupo 2 - H12,3,0.0,,48.0,,True,SOXHLET,68
H4N,soxhlet,Grupo 2 - H13,1,0.0,58.0,62.06896551724138,65.51724137931033,True,SOXHLET,69
H4N,soxhlet,Grupo 2 - H13,2,0.0,,75.86206896551724,9.123280382981395,True,SOXHLET,70
H4N,soxhlet,Grupo 2 - H13,3,0.0,,58.62068965517241,,True,SOXHLET,71
H5N,soxhlet,Grupo 2 - H14,1,0.0,60.0,56.666666666666664,62.22222222222222,True,SOXHLET,72
H5N,soxhlet,Grupo 2 - H14,2,0.0,,73.33333333333333,9.622504486493835,True,SOXHLET,73
H5N,soxhlet,Grupo 2 - H14,3,0.0,,56.666666666666664,,True,SOXHLET,74
H6N,soxhlet,Grupo 2 - H15,1,0.0,50.0,40.0,52.0,True,SOXHLET,75
H6N,soxhlet,Grupo 2 - H15,2,0.0,,68.0,14.422205101855956,True,SOXHLET,76
H6N,soxhlet,Grupo 2 - H15,3,0.0,,48.0,,True,SOXHLET,77
H8N,soxhlet,Grupo 3 - H24,1,0.0,74.0,70.27027027027027,74.77477477477477,True,SOXHLET,78
H8N,soxhlet,Grupo 3 - H24,2,0.0,,72.97297297297297,5.626124322881439,True,SOXHLET,79
H8N,soxhlet,Grupo 3 - H24,3,0.0,,81.08108108108108,,True,SOXHLET,80
H9N,soxhlet,Grupo 2 - H16,1,0.0,70.0,57.142857142857146,67.61904761904762,True,SOXHLET,81
H9N,soxhlet,Grupo 2 - H16,2,0.0,,68.57142857142857,10.03395595509784,True,SOXHLET,82
H9N,soxhlet,Grupo 2 - H16,3,0.0,,77.14285714285714,,True,SOXHLET,83
FU1,soxhlet,Grupo 2 - H17,1,0.0,64.0,46.875,56.25,True,SOXHLET,84
FU1,soxhlet,Grupo 2 - H17,2,0.0,,53.125,11.267347735824966,True,SOXHLET,85
FU1,soxhlet,Grupo 2 - H17,3,0.0,,68.75,,True,SOXHLET,86
FU2 (UCMU21),soxhlet,Grupo 3 - H25,1,0.0,64.0,68.75,69.79166666666667,True,SOXHLET,87
FU2 (UCMU21),soxhlet,Grupo 3 - H25,2,0.0,,68.75,1.8042195912175805,True,SOXHLET,88
FU2 (UCMU21),soxhlet,Grupo 3 - H25,3,0.0,,71.875,,True,SOXHLET,89
FUSARIUM JULIAN H20,soxhlet,Grupo 2 - H18,1,0.0,68.0,70.58823529411765,70.58823529411765,True,SOXHLET,90
FUSARIUM JULIAN H20,soxhlet,Grupo 2 - H18,2,0.0,,70.58823529411765,0.0,True,SOXHLET,91
FUSARIUM JULIAN H20,soxhlet,Grupo 2 - H18,3,0.0,,70.58823529411765,,True,SOXHLET,92
FUSARIUM MARCE 1.2,soxhlet,Grupo 3 - H27,1,0.0,60.0,66.66666666666667,63.333333333333336,True,SOXHLET,93
FUSARIUM MARCE 1.2,soxhlet,Grupo 3 - H27,2,0.0,,56.666666666666664,5.773502691896262,True,SOXHLET,94
FUSARIUM MARCE 1.2,soxhlet,Grupo 3 - H27,3,0.0,,66.66666666666667,,True,SOXHLET,95
HC3,ultrasonido,Grupo 3 - H19,1,5.0,35.0,48.529411764705884,60.29411764705882,False,ULTRASONIDO,3
HC3,ultrasonido,Grupo 3 - H19,2,5.0,15.0,77.94117647058823,15.563243006262304,False,ULTRASONIDO,4
HC3,ultrasonido,Grupo 3 - H19,3,5.0,31.0,54.411764705882355,,False,ULTRASONIDO,5
HC5,ultrasonido,Grupo 1 - H1,1,5.0,14.0,69.56521739130434,63.76811594202898,False,ULTRASONIDO,6
HC5,ultrasonido,Grupo 1 - H1,2,5.0,14.0,69.56521739130434,10.040874246776138,False,ULTRASONIDO,7
HC5,ultrasonido,Grupo 1 - H1,3,5.0,22.0,52.17391304347826,,False,ULTRASONIDO,8
HC6,ultrasonido,Grupo 4 - H28,1,5.0,37.0,31.48148148148148,37.03703703703703,False,ULTRASONIDO,9
HC6,ultrasonido,Grupo 4 - H28,2,5.0,28.0,48.148148148148145,9.622504486493787,False,ULTRASONIDO,10
HC6,ultrasonido,Grupo 4 - H28,3,5.0,37.0,31.48148148148148,,False,ULTRASONIDO,11
HC9,ultrasonido,Grupo 3 - H20,1,5.0,26.0,59.375,60.416666666666664,False,ULTRASONIDO,12
HC9,ultrasonido,Grupo 3 - H20,2,5.0,26.0,59.375,1.8042195912175805,False,ULTRASONIDO,13
HC9,ultrasonido,Grupo 3 - H20,3,5.0,24.0,62.5,,False,ULTRASONIDO,14
HC10,ultrasonido,Grupo 1 - H2,1,5.0,24.0,60.0,55.55555555555555,False,ULTRASONIDO,15
HC10,ultrasonido,Grupo 1 - H2,2,5.0,24.0,60.0,7.698003589195061,False,ULTRASONIDO,16
HC10,ultrasonido,Grupo 1 - H2,3,5.0,32.0,46.666666666666664,,False,ULTRASONIDO,17
HC15,ultrasonido,Grupo 1 - H3,1,5.0,26.0,56.666666666666664,53.333333333333336,False,ULTRASONIDO,18
HC15,ultrasonido,Grupo 1 - H3,2,5.0,24.0,60.0,8.819171036881945,False,ULTRASONIDO,19
HC15,ultrasonido,Grupo 1 - H3,3,5.0,34.0,43.333333333333336,,False,ULTRASONIDO,20
HC16,ultrasonido,Grupo 1 - H4,1,5.0,24.0,58.62068965517241,57.4712643678161,False,ULTRASONIDO,21
HC16,ultrasonido,Grupo 1 - H4,2,5.0,18.0,68.96551724137932,12.109946842359463,False,ULTRASONIDO,22
HC16,ultrasonido,Grupo 1 - H4,3,5.0,32.0,44.827586206896555,,False,ULTRASONIDO,23
HC17,ultrasonido,Grupo 3 - H21,1,5.0,37.0,50.666666666666664,56.0,False,ULTRASONIDO,24
HC17,ultrasonido,Grupo 3 - H21,2,5.0,26.0,65.33333333333333,8.110350040397602,False,ULTRASONIDO,25
HC17,ultrasonido,Grupo 3 - H21,3,5.0,36.0,52.0,,False,ULTRASONIDO,26
HC19,ultrasonido,Grupo 1 - H5,1,5.0,30.0,34.78260869565217,34.78260869565217,False,ULTRASONIDO,27
HC19,ultrasonido,Grupo 1 - H5,2,5.0,26.0,43.47826086956522,8.69565217391305,False,ULTRASONIDO,28
HC19,ultrasonido,Grupo 1 - H5,3,5.0,34.0,26.08695652173913,,False,ULTRASONIDO,29
HC20,ultrasonido,Grupo 1 - H6,1,5.0,20.0,56.52173913043478,50.724637681159415,False,ULTRASONIDO,30
HC20,ultrasonido,Grupo 1 - H6,2,5.0,20.0,56.52173913043478,10.040874246776115,False,ULTRASONIDO,31
HC20,ultrasonido,Grupo 1 - H6,3,5.0,28.0,39.130434782608695,,False,ULTRASONIDO,32
HC23,ultrasonido,Grupo 1 - H7,1,5.0,26.0,55.172413793103445,55.17241379310345,False,ULTRASONIDO,33
HC23,ultrasonido,Grupo 1 - H7,2,5.0,20.0,65.51724137931035,10.34482758620692,False,ULTRASONIDO,34
HC23,ultrasonido,Grupo 1 - H7,3,5.0,32.0,44.827586206896555,,False,ULTRASONIDO,35
HC26,ultrasonido,Grupo 3 - H22,1,5.0,20.0,64.91228070175438,62.57309941520467,False,ULTRASONIDO,36
HC26,ultrasonido,Grupo 3 - H22,2,5.0,16.0,71.9298245614035,10.719475309838225,False,ULTRASONIDO,37
HC26,ultrasonido,Grupo 3 - H22,3,5.0,28.0,50.87719298245614,,False,ULTRASONIDO,38
HC27,ultrasonido,Grupo 1 - H8,1,5.0,30.0,40.0,41.333333333333336,False,ULTRASONIDO,39
HC27,ultrasonido,Grupo 1 - H8,2,5.0,24.0,52.0,10.06644591369434,False,ULTRASONIDO,40
HC27,ultrasonido,Grupo 1 - H8,3,5.0,34.0,32.0,,False,ULTRASONIDO,41
HC28,ultrasonido,Grupo 1 - H9,1,5.0,18.0,64.0,57.333333333333336,False,ULTRASONIDO,42
HC28,ultrasonido,Grupo 1 - H9,2,5.0,20.0,60.0,8.326663997864513,False,ULTRASONIDO,43
HC28,ultrasonido,Grupo 1 - H9,3,5.0,26.0,48.0,,False,ULTRASONIDO,44
H4B,ultrasonido,Grupo 4 - H29,1,5.0,30.0,55.88235294117647,60.78431372549019,False,ULTRASONIDO,45
H4B,ultrasonido,Grupo 4 - H29,2,5.0,20.0,70.58823529411765,8.490445135141563,False,ULTRASONIDO,46
H4B,ultrasonido,Grupo 4 - H29,3,5.0,30.0,55.88235294117647,,False,ULTRASONIDO,47
H6B,ultrasonido,Grupo 4 - H30,1,5.0,30.0,53.84615384615385,63.07692307692307,False,ULTRASONIDO,48
H6B,ultrasonido,Grupo 4 - H30,2,5.0,13.0,80.0,14.675987714106883,False,ULTRASONIDO,49
H6B,ultrasonido,Grupo 4 - H30,3,5.0,29.0,55.38461538461539,,False,ULTRASONIDO,50
H4G,ultrasonido,Grupo 4 - H31,1,5.0,30.0,44.44444444444444,56.172839506172835,False,ULTRASONIDO,51
H4G,ultrasonido,Grupo 4 - H31,2,5.0,13.0,75.92592592592592,17.206617116995492,False,ULTRASONIDO,52
H4G,ultrasonido,Grupo 4 - H31,3,5.0,28.0,48.148148148148145,,False,ULTRASONIDO,53
H8G,ultrasonido,Grupo 4 - H32,1,5.0,19.0,36.666666666666664,38.888888888888886,False,ULTRASONIDO,54
H8G,ultrasonido,Grupo 4 - H32,2,5.0,19.0,36.666666666666664,3.8490017945975077,False,ULTRASONIDO,55
H8G,ultrasonido,Grupo 4 - H32,3,5.0,17.0,43.333333333333336,,False,ULTRASONIDO,56
H11G,ultrasonido,Grupo 4 - H33,1,5.0,19.0,26.923076923076923,37.17948717948718,False,ULTRASONIDO,57
H11G,ultrasonido,Grupo 4 - H33,2,5.0,12.0,53.84615384615385,14.56130345076993,False,ULTRASONIDO,58
H11G,ultrasonido,Grupo 4 - H33,3,5.0,18.0,30.76923076923077,,False,ULTRASONIDO,59
H1N,ultrasonido,Grupo 2 - H10,1,5.0,20.0,60.0,52.0,False,ULTRASONIDO,60
H1N,ultrasonido,Grupo 2 - H10,2,5.0,20.0,60.0,13.856406460551018,False,ULTRASONIDO,61
H1N,ultrasonido,Grupo 2 - H10,3,5.0,32.0,36.0,,False,ULTRASONIDO,62
H2N,ultrasonido,Grupo 2 - H11,1,5.0,16.0,70.37037037037037,67.90123456790123,False,ULTRASONIDO,63
H2N,ultrasonido,Grupo 2 - H11,2,5.0,18.0,66.66666666666667,2.138334330331942,False,ULTRASONIDO,64
H2N,ultrasonido,Grupo 2 - H11,3,5.0,18.0,66.66666666666667,,False,ULTRASONIDO,65
H3N,ultrasonido,Grupo 2 - H12,1,5.0,20.0,60.0,57.333333333333336,False,ULTRASONIDO,66
H3N,ultrasonido,Grupo 2 - H12,2,5.0,18.0,64.0,8.326663997864513,False,ULTRASONIDO,67
H3N,ultrasonido,Grupo 2 - H12,3,5.0,26.0,48.0,,False,ULTRASONIDO,68
H4N,ultrasonido,Grupo 2 - H13,1,5.0,20.0,65.51724137931035,63.218390804597696,False,ULTRASONIDO,69
H4N,ultrasonido,Grupo 2 - H13,2,5.0,18.0,68.96551724137932,7.178158618848738,False,ULTRASONIDO,70
H4N,ultrasonido,Grupo 2 - H13,3,5.0,26.0,55.172413793103445,,False,ULTRASONIDO,71
H5N,ultrasonido,Grupo 2 - H14,1,5.0,20.0,66.66666666666667,62.22222222222223,False,ULTRASONIDO,72
H5N,ultrasonido,Grupo 2 - H14,2,5.0,18.0,70.0,10.71516751221435,False,ULTRASONIDO,73
H5N,ultrasonido,Grupo 2 - H14,3,5.0,30.0,50.0,,False,ULTRASONIDO,74
H6N,ultrasonido,Grupo 2 - H15,1,5.0,18.0,64.0,60.0,False,ULTRASONIDO,75
H6N,ultrasonido,Grupo 2 - H15,2,5.0,18.0,64.0,6.928203230275509,False,ULTRASONIDO,76
H6N,ultrasonido,Grupo 2 - H15,3,5.0,24.0,52.0,,False,ULTRASONIDO,77
H8N,ultrasonido,Grupo 3 - H24,1,5.0,36.0,51.351351351351354,61.26126126126127,False,ULTRASONIDO,78
H8N,ultrasonido,Grupo 3 - H24,2,5.0,18.0,75.67567567567568,12.772474665547575,False,ULTRASONIDO,79
H8N,ultrasonido,Grupo 3 - H24,3,5.0,32.0,56.75675675675676,,False,ULTRASONIDO,80
H9N,ultrasonido,Grupo 2 - H16,1,5.0,36.0,48.57142857142857,59.523809523809526,False,ULTRASONIDO,81
H9N,ultrasonido,Grupo 2 - H16,2,5.0,18.0,74.28571428571429,13.273676061682206,False,ULTRASONIDO,82
H9N,ultrasonido,Grupo 2 - H16,3,5.0,31.0,55.714285714285715,,False,ULTRASONIDO,83
FU1,ultrasonido,Grupo 2 - H17,1,5.0,35.0,45.3125,50.0,False,ULTRASONIDO,84
FU1,ultrasonido,Grupo 2 - H17,2,5.0,24.0,62.5,10.9375,False,ULTRASONIDO,85
FU1,ultrasonido,Grupo 2 - H17,3,5.0,37.0,42.1875,,False,ULTRASONIDO,86
FU2 (UCMU21),ultrasonido,Grupo 3 - H25,1,5.0,37.0,42.1875,43.229166666666664,False,ULTRASONIDO,87
FU2 (UCMU21),ultrasonido,Grupo 3 - H25,2,5.0,36.0,43.75,0.9021097956087902,False,ULTRASONIDO,88
FU2 (UCMU21),ultrasonido,Grupo 3 - H25,3,5.0,36.0,43.75,,False,ULTRASONIDO,89
FUSARIUM JULIAN H20,ultrasonido,Grupo 2 - H18,1,5.0,28.0,58.8235294117647,69.11764705882354,False,ULTRASONIDO,90
FUSARIUM JULIAN H20,ultrasonido,Grupo 2 - H18,2,5.0,12.0,82.3529411764706,12.037283488047624,False,ULTRASONIDO,91
FUSARIUM JULIAN H20,ultrasonido,Grupo 2 - H18,3,5.0,23.0,66.17647058823529,,False,ULTRASONIDO,92
FUSARIUM MARCE 1.2,ultrasonido,Grupo 3 - H27,1,5.0,34.0,43.333333333333336,50.0,False,ULTRASONIDO,93
FUSARIUM MARCE 1.2,ultrasonido,Grupo 3 - H27,2,5.0,20.0,66.66666666666667,14.5296631451356,False,ULTRASONIDO,94
FUSARIUM MARCE 1.2,ultrasonido,Grupo 3 - H27,3,5.0,36.0,40.0,,False,ULTRASONIDO,95
HC3,ultrasonido,Grupo 3 - H19,1,0.0,68.0,48.529411764705884,60.29411764705882,True,ULTRASONIDO,3
HC3,ultrasonido,Grupo 3 - H19,2,0.0,,77.94117647058823,15.563243006262304,True,ULTRASONIDO,4
HC3,ultrasonido,Grupo 3 - H19,3,0.0,,54.411764705882355,,True,ULTRASONIDO,5
HC5,ultrasonido,Grupo 1 - H1,1,0.0,46.0,69.56521739130434,63.76811594202898,True,ULTRASONIDO,6
HC5,ultrasonido,Grupo 1 - H1,2,0.0,,69.56521739130434,10.040874246776138,True,ULTRASONIDO,7
HC5,ultrasonido,Grupo 1 - H1,3,0.0,,52.17391304347826,,True,ULTRASONIDO,8
HC6,ultrasonido,Grupo 4 - H28,1,0.0,54.0,31.48148148148148,37.03703703703703,True,ULTRASONIDO,9
HC6,ultrasonido,Grupo 4 - H28,2,0.0,,48.148148148148145,9.622504486493787,True,ULTRASONIDO,10
HC6,ultrasonido,Grupo 4 - H28,3,0.0,,31.48148148148148,,True,ULTRASONIDO,11
HC9,ultrasonido,Grupo 3 - H20,1,0.0,64.0,59.375,60.416666666666664,True,ULTRASONIDO,12
HC9,ultrasonido,Grupo 3 - H20,2,0.0,,59.375,1.8042195912175805,True,ULTRASONIDO,13
HC9,ultrasonido,Grupo 3 - H20,3,0.0,,62.5,,True,ULTRASONIDO,14
HC10,ultrasonido,Grupo 1 - H2,1,0.0,60.0,60.0,55.55555555555555,True,ULTRASONIDO,15
HC10,ultrasonido,Grupo 1 - H2,2,0.0,,60.0,7.698003589195061,True,ULTRASONIDO,16
HC10,ultrasonido,Grupo 1 - H2,3,0.0,,46.666666666666664,,True,ULTRASONIDO,17
HC15,ultrasonido,Grupo 1 - H3,1,0.0,60.0,56.666666666666664,53.333333333333336,True,ULTRASONIDO,18
HC15,ultrasonido,Grupo 1 - H3,2,0.0,,60.0,8.819171036881945,True,ULTRASONIDO,19
HC15,ultrasonido,Grupo 1 - H3,3,0.0,,43.333333333333336,,True,ULTRASONIDO,20
HC16,ultrasonido,Grupo 1 - H4,1,0.0,58.0,58.62068965517241,57.4712643678161,True,ULTRASONIDO,21
HC16,ultrasonido,Grupo 1 - H4,2,0.0,,68.96551724137932,12.109946842359463,True,ULTRASONIDO,22
HC16,ultrasonido,Grupo 1 - H4,3,0.0,,44.827586206896555,,True,ULTRASONIDO,23
HC17,ultrasonido,Grupo 3 - H21,1,0.0,75.0,50.666666666666664,56.0,True,ULTRASONIDO,24
HC17,ultrasonido,Grupo 3 - H21,2,0.0,,65.33333333333333,8.110350040397602,True,ULTRASONIDO,25
HC17,ultrasonido,Grupo 3 - H21,3,0.0,,52.0,,True,ULTRASONIDO,26
HC19,ultrasonido,Grupo 1 - H5,1,0.0,46.0,34.78260869565217,34.78260869565217,True,ULTRASONIDO,27
HC19,ultrasonido,Grupo 1 - H5,2,0.0,,43.47826086956522,8.69565217391305,True,ULTRASONIDO,28
HC19,ultrasonido,Grupo 1 - H5,3,0.0,,26.08695652173913,,True,ULTRASONIDO,29
HC20,ultrasonido,Grupo 1 - H6,1,0.0,46.0,56.52173913043478,50.724637681159415,True,ULTRASONIDO,30
HC20,ultrasonido,Grupo 1 - H6,2,0.0,,56.52173913043478,10.040874246776115,True,ULTRASONIDO,31
HC20,ultrasonido,Grupo 1 - H6,3,0.0,,39.130434782608695,,True,ULTRASONIDO,32
HC23,ultrasonido,Grupo 1 - H7,1,0.0,58.0,55.172413793103445,55.17241379310345,True,ULTRASONIDO,33
HC23,ultrasonido,Grupo 1 - H7,2,0.0,,65.51724137931035,10.34482758620692,True,ULTRASONIDO,34
HC23,ultrasonido,Grupo 1 - H7,3,0.0,,44.827586206896555,,True,ULTRASONIDO,35
HC26,ultrasonido,Grupo 3 - H22,1,0.0,57.0,64.91228070175438,62.57309941520467,True,ULTRASONIDO,36
HC26,ultrasonido,Grupo 3 - H22,2,0.0,,71.9298245614035,10.719475309838225,True,ULTRASONIDO,37
HC26,ultrasonido,Grupo 3 - H22,3,0.0,,50.87719298245614,,True,ULTRASONIDO,38
HC27,ultrasonido,Grupo 1 - H8,1,0.0,50.0,40.0,41.333333333333336,True,ULTRASONIDO,39
HC27,ultrasonido,Grupo 1 - H8,2,0.0,,52.0,10.06644591369434,True,ULTRASONIDO,40
HC27,ultrasonido,Grupo 1 - H8,3,0.0,,32.0,,True,ULTRASONIDO,41
HC28,ultrasonido,Grupo 1 - H9,1,0.0,50.0,64.0,57.333333333333336,True,ULTRASONIDO,42
HC28,ultrasonido,Grupo 1 - H9,2,0.0,,60.0,8.326663997864513,True,ULTRASONIDO,43
HC28,ultrasonido,Grupo 1 - H9,3,0.0,,48.0,,True,ULTRASONIDO,44
H4B,ultrasonido,Grupo 4 - H29,1,0.0,68.0,55.88235294117647,60.78431372549019,True,ULTRASONIDO,45
H4B,ultrasonido,Grupo 4 - H29,2,0.0,,70.58823529411765,8.490445135141563,True,ULTRASONIDO,46
H4B,ultrasonido,Grupo 4 - H29,3,0.0,,55.88235294117647,,True,ULTRASONIDO,47
H6B,ultrasonido,Grupo 4 - H30,1,0.0,65.0,53.84615384615385,63.07692307692307,True,ULTRASONIDO,48
H6B,ultrasonido,Grupo 4 - H30,2,0.0,,80.0,14.675987714106883,True,ULTRASONIDO,49
H6B,ultrasonido,Grupo 4 - H30,3,0.0,,55.38461538461539,,True,ULTRASONIDO,50
H4G,ultrasonido,Grupo 4 - H31,1,0.0,54.0,44.44444444444444,56.172839506172835,True,ULTRASONIDO,51
H4G,ultrasonido,Grupo 4 - H31,2,0.0,,75.92592592592592,17.206617116995492,True,ULTRASONIDO,52
H4G,ultrasonido,Grupo 4 - H31,3,0.0,,48.148148148148145,,True,ULTRASONIDO,53
H8G,ultrasonido,Grupo 4 - H32,1,0.0,30.0,36.666666666666664,38.888888888888886,True,ULTRASONIDO,54
H8G,ultrasonido,Grupo 4 - H32,2,0.0,,36.666666666666664,3.8490017945975077,True,ULTRASONIDO,55
H8G,ultrasonido,Grupo 4 - H32,3,0.0,,43.333333333333336,,True,ULTRASONIDO,56
H11G,ultrasonido,Grupo 4 - H33,1,0.0,26.0,26.923076923076923,37.17948717948718,True,ULTRASONIDO,57
H11G,ultrasonido,Grupo 4 - H33,2,0.0,,53.84615384615385,14.56130345076993,True,ULTRASONIDO,58
H11G,ultrasonido,Grupo 4 - H33,3,0.0,,30.76923076923077,,True,ULTRASONIDO,59
H1N,ultrasonido,Grupo 2 - H10,1,0.0,50.0,60.0,52.0,True,ULTRASONIDO,60
H1N,ultrasonido,Grupo 2 - H10,2,0.0,,60.0,13.856406460551018,True,ULTRASONIDO,61
H1N,ultrasonido,Grupo 2 - H10,3,0.0,,36.0,,True,ULTRASONIDO,62
H2N,ultrasonido,Grupo 2 - H11,1,0.0,54.0,70.37037037037037,67.90123456790123,True,ULTRASONIDO,63
H2N,ultrasonido,Grupo 2 - H11,2,0.0,,66.66666666666667,2.138334330331942,True,ULTRASONIDO,64
H2N,ultrasonido,Grupo 2 - H11,3,0.0,,66.66666666666667,,True,ULTRASONIDO,65
H3N,ultrasonido,Grupo 2 - H12,1,0.0,50.0,60.0,57.333333333333336,True,ULTRASONIDO,66
H3N,ultrasonido,Grupo 2 - H12,2,0.0,,64.0,8.326663997864513,True,ULTRASONIDO,67
H3N,ultrasonido,Grupo 2 - H12,3,0.0,,48.0,,True,ULTRASONIDO,68
H4N,ultrasonido,Grupo 2 - H13,1,0.0,58.0,65.51724137931035,63.218390804597696,True,ULTRASONIDO,69
H4N,ultrasonido,Grupo 2 - H13,2,0.0,,68.96551724137932,7.178158618848738,True,ULTRASONIDO,70
H4N,ultrasonido,Grupo 2 - H13,3,0.0,,55.172413793103445,,True,ULTRASONIDO,71
H5N,ultrasonido,Grupo 2 - H14,1,0.0,60.0,66.66666666666667,62.22222222222223,True,ULTRASONIDO,72
H5N,ultrasonido,Grupo 2 - H14,2,0.0,,70.0,10.71516751221435,True,ULTRASONIDO,73
H5N,ultrasonido,Grupo 2 - H14,3,0.0,,50.0,,True,ULTRASONIDO,74
H6N,ultrasonido,Grupo 2 - H15,1,0.0,50.0,64.0,60.0,True,ULTRASONIDO,75
H6N,ultrasonido,Grupo 2 - H15,2,0.0,,64.0,6.928203230275509,True,ULTRASONIDO,76
H6N,ultrasonido,Grupo 2 - H15,3,0.0,,52.0,,True,ULTRASONIDO,77
H8N,ultrasonido,Grupo 3 - H24,1,0.0,74.0,51.351351351351354,61.26126126126127,True,ULTRASONIDO,78
H8N,ultrasonido,Grupo 3 - H24,2,0.0,,75.67567567567568,12.772474665547575,True,ULTRASONIDO,79
H8N,ultrasonido,Grupo 3 - H24,3,0.0,,56.75675675675676,,True,ULTRASONIDO,80
H9N,ultrasonido,Grupo 2 - H16,1,0.0,70.0,48.57142857142857,59.523809523809526,True,ULTRASONIDO,81
H9N,ultrasonido,Grupo 2 - H16,2,0.0,,74.28571428571429,13.273676061682206,True,ULTRASONIDO,82
H9N,ultrasonido,Grupo 2 - H16,3,0.0,,55.714285714285715,,True,ULTRASONIDO,83
FU1,ultrasonido,Grupo 2 - H17,1,0.0,64.0,45.3125,50.0,True,ULTRASONIDO,84
FU1,ultrasonido,Grupo 2 - H17,2,0.0,,62.5,10.9375,True,ULTRASONIDO,85
FU1,ultrasonido,Grupo 2 - H17,3,0.0,,42.1875,,True,ULTRASONIDO,86
FU2 (UCMU21),ultrasonido,Grupo 3 - H25,1,0.0,64.0,42.1875,43.229166666666664,True,ULTRASONIDO,87
FU2 (UCMU21),ultrasonido,Grupo 3 - H25,2,0.0,,43.75,0.9021097956087902,True,ULTRASONIDO,88
FU2 (UCMU21),ultrasonido,Grupo 3 - H25,3,0.0,,43.75,,True,ULTRASONIDO,89
FUSARIUM JULIAN H20,ultrasonido,Grupo 2 - H18,1,0.0,68.0,58.8235294117647,69.11764705882354,True,ULTRASONIDO,90
FUSARIUM JULIAN H20,ultrasonido,Grupo 2 - H18,2,0.0,,82.3529411764706,12.037283488047624,True,ULTRASONIDO,91
FUSARIUM JULIAN H20,ultrasonido,Grupo 2 - H18,3,0.0,,66.17647058823529,,True,ULTRASONIDO,92
FUSARIUM MARCE 1.2,ultrasonido,Grupo 3 - H27,1,0.0,60.0,43.333333333333336,50.0,True,ULTRASONIDO,93
FUSARIUM MARCE 1.2,ultrasonido,Grupo 3 - H27,2,0.0,,66.66666666666667,14.5296631451356,True,ULTRASONIDO,94
FUSARIUM MARCE 1.2,ultrasonido,Grupo 3 - H27,3,0.0,,40.0,,True,ULTRASONIDO,95
